18:04:37.548 **********  A1  **********
18:04:56.865 370, 1647270296865, name(agentA1)
18:04:56.865 370, 1647270296865, team(A)
18:04:56.865 370, 1647270296865, timestamp(1647270296802)
18:04:56.865 370, 1647270296865, task(task2,311,10,[req(0,1,b1)])
18:04:56.865 370, 1647270296865, deadline(1647270300818)
18:04:56.865 370, 1647270296865, teamSize(1)
18:04:56.865 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : e
18:04:56.974 **********  A1  **********
18:04:56.974 372, 1647270296974, lastActionParams([e])
18:04:56.974 372, 1647270296974, simStart
18:04:56.974 372, 1647270296974, thing(-4,-1,obstacle,)
18:04:56.974 372, 1647270296974, lastAction(move)
18:04:56.974 372, 1647270296974, deactivated(false)
18:04:56.974 372, 1647270296974, thing(-4,1,obstacle,)
18:04:56.974 372, 1647270296974, thing(0,1,obstacle,)
18:04:56.974 372, 1647270296974, thing(2,2,obstacle,)
18:04:56.974 372, 1647270296974, thing(0,-3,obstacle,)
18:04:56.974 372, 1647270296974, thing(0,-5,obstacle,)
18:04:56.974 372, 1647270296974, thing(2,-2,obstacle,)
18:04:56.974 372, 1647270296974, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:56.974 372, 1647270296974, thing(4,-1,obstacle,)
18:04:56.974 372, 1647270296974, thing(4,1,obstacle,)
18:04:56.974 372, 1647270296974, task(task0,137,10,[req(0,1,b2)])
18:04:56.974 372, 1647270296974, actionID(155)
18:04:56.974 372, 1647270296974, requestAction
18:04:56.974 372, 1647270296974, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:56.974 372, 1647270296974, step(155)
18:04:56.974 372, 1647270296974, thing(-5,0,obstacle,)
18:04:56.974 372, 1647270296974, lastActionResult(success)
18:04:56.974 372, 1647270296974, thing(-1,-4,obstacle,)
18:04:56.974 372, 1647270296974, thing(1,-1,obstacle,)
18:04:56.974 372, 1647270296974, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:04:56.974 372, 1647270296974, thing(1,-3,obstacle,)
18:04:56.974 372, 1647270296974, thing(3,-2,obstacle,)
18:04:56.974 372, 1647270296974, thing(3,0,obstacle,)
18:04:56.974 372, 1647270296974, thing(3,2,obstacle,)
18:04:56.974 372, 1647270296974, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:56.974 372, 1647270296974, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:56.974 372, 1647270296974, thing(-4,0,obstacle,)
18:04:56.974 372, 1647270296974, thing(0,4,obstacle,)
18:04:56.974 372, 1647270296974, steps(750)
18:04:56.974 372, 1647270296974, thing(-2,-3,obstacle,)
18:04:56.974 372, 1647270296974, thing(2,3,obstacle,)
18:04:56.974 372, 1647270296974, thing(-2,-1,obstacle,)
18:04:56.974 372, 1647270296974, thing(2,1,obstacle,)
18:04:56.974 372, 1647270296974, thing(2,-1,obstacle,)
18:04:56.974 372, 1647270296974, thing(0,-4,obstacle,)
18:04:56.974 372, 1647270296974, thing(2,-3,obstacle,)
18:04:56.974 372, 1647270296974, thing(4,0,obstacle,)
18:04:56.974 372, 1647270296974, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:56.974 372, 1647270296974, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:56.974 372, 1647270296974, thing(0,0,entity,A)
18:04:56.974 372, 1647270296974, role(default)
18:04:56.974 372, 1647270296974, thing(1,4,obstacle,)
18:04:56.974 372, 1647270296974, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:56.974 372, 1647270296974, thing(-1,1,obstacle,)
18:04:56.974 372, 1647270296974, score(0)
18:04:56.974 372, 1647270296974, thing(-1,-1,obstacle,)
18:04:56.974 372, 1647270296974, thing(-1,-3,obstacle,)
18:04:56.974 372, 1647270296974, thing(1,-2,obstacle,)
18:04:56.974 372, 1647270296974, thing(1,-4,obstacle,)
18:04:56.974 372, 1647270296974, thing(3,-1,obstacle,)
18:04:56.974 372, 1647270296974, energy(100)
18:04:56.974 372, 1647270296974, thing(3,1,obstacle,)
18:04:56.974 372, 1647270296974, name(agentA1)
18:04:56.974 372, 1647270296974, deadline(1647270300943)
18:04:56.974 372, 1647270296974, team(A)
18:04:56.974 372, 1647270296974, timestamp(1647270296928)
18:04:56.974 372, 1647270296974, task(task2,311,10,[req(0,1,b1)])
18:04:56.974 372, 1647270296974, teamSize(1)
18:04:56.974 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : e
18:04:57.085 **********  A1  **********
18:04:57.085 374, 1647270297085, lastActionParams([e])
18:04:57.085 374, 1647270297085, simStart
18:04:57.085 374, 1647270297085, lastAction(move)
18:04:57.085 374, 1647270297085, thing(0,5,obstacle,)
18:04:57.085 374, 1647270297085, deactivated(false)
18:04:57.085 374, 1647270297085, thing(2,2,obstacle,)
18:04:57.085 374, 1647270297085, thing(0,-1,obstacle,)
18:04:57.085 374, 1647270297085, thing(0,-3,obstacle,)
18:04:57.085 374, 1647270297085, thing(2,0,obstacle,)
18:04:57.085 374, 1647270297085, thing(2,-2,obstacle,)
18:04:57.085 374, 1647270297085, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:57.085 374, 1647270297085, thing(4,-1,obstacle,)
18:04:57.085 374, 1647270297085, task(task0,137,10,[req(0,1,b2)])
18:04:57.085 374, 1647270297085, actionID(156)
18:04:57.085 374, 1647270297085, requestAction
18:04:57.085 374, 1647270297085, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:57.085 374, 1647270297085, thing(-1,4,obstacle,)
18:04:57.085 374, 1647270297085, thing(-5,0,obstacle,)
18:04:57.085 374, 1647270297085, lastActionResult(success)
18:04:57.085 374, 1647270297085, thing(1,3,obstacle,)
18:04:57.085 374, 1647270297085, thing(-3,-1,obstacle,)
18:04:57.085 374, 1647270297085, thing(1,1,obstacle,)
18:04:57.085 374, 1647270297085, thing(-1,-4,obstacle,)
18:04:57.085 374, 1647270297085, thing(1,-1,obstacle,)
18:04:57.085 374, 1647270297085, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:04:57.085 374, 1647270297085, thing(1,-3,obstacle,)
18:04:57.085 374, 1647270297085, thing(3,-2,obstacle,)
18:04:57.085 374, 1647270297085, thing(3,0,obstacle,)
18:04:57.085 374, 1647270297085, thing(3,2,obstacle,)
18:04:57.085 374, 1647270297085, timestamp(1647270296990)
18:04:57.085 374, 1647270297085, step(156)
18:04:57.085 374, 1647270297085, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:57.085 374, 1647270297085, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:57.085 374, 1647270297085, deadline(1647270300990)
18:04:57.085 374, 1647270297085, thing(-2,1,obstacle,)
18:04:57.085 374, 1647270297085, thing(0,4,obstacle,)
18:04:57.085 374, 1647270297085, steps(750)
18:04:57.085 374, 1647270297085, thing(-2,-3,obstacle,)
18:04:57.085 374, 1647270297085, thing(2,3,obstacle,)
18:04:57.085 374, 1647270297085, thing(-2,-1,obstacle,)
18:04:57.085 374, 1647270297085, thing(2,1,obstacle,)
18:04:57.085 374, 1647270297085, thing(2,-1,obstacle,)
18:04:57.085 374, 1647270297085, thing(0,-2,obstacle,)
18:04:57.085 374, 1647270297085, thing(0,-4,obstacle,)
18:04:57.085 374, 1647270297085, thing(2,-3,obstacle,)
18:04:57.085 374, 1647270297085, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:57.085 374, 1647270297085, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:57.085 374, 1647270297085, thing(0,0,entity,A)
18:04:57.085 374, 1647270297085, role(default)
18:04:57.085 374, 1647270297085, thing(1,4,obstacle,)
18:04:57.085 374, 1647270297085, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:57.085 374, 1647270297085, thing(-1,1,obstacle,)
18:04:57.085 374, 1647270297085, thing(1,2,obstacle,)
18:04:57.085 374, 1647270297085, score(0)
18:04:57.085 374, 1647270297085, thing(-1,-3,obstacle,)
18:04:57.085 374, 1647270297085, thing(1,-2,obstacle,)
18:04:57.085 374, 1647270297085, thing(3,-1,obstacle,)
18:04:57.085 374, 1647270297085, energy(100)
18:04:57.085 374, 1647270297085, thing(3,1,obstacle,)
18:04:57.085 374, 1647270297085, name(agentA1)
18:04:57.085 374, 1647270297085, team(A)
18:04:57.085 374, 1647270297085, task(task2,311,10,[req(0,1,b1)])
18:04:57.085 374, 1647270297085, teamSize(1)
18:04:57.085 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : e
18:04:57.195 **********  A1  **********
18:04:57.195 376, 1647270297195, lastActionParams([e])
18:04:57.195 376, 1647270297195, simStart
18:04:57.195 376, 1647270297195, lastAction(move)
18:04:57.195 376, 1647270297195, thing(0,5,obstacle,)
18:04:57.195 376, 1647270297195, thing(-4,-1,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,3,obstacle,)
18:04:57.195 376, 1647270297195, deactivated(false)
18:04:57.195 376, 1647270297195, thing(0,1,obstacle,)
18:04:57.195 376, 1647270297195, thing(2,2,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,-1,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,-3,obstacle,)
18:04:57.195 376, 1647270297195, thing(2,0,obstacle,)
18:04:57.195 376, 1647270297195, timestamp(1647270297132)
18:04:57.195 376, 1647270297195, thing(2,-2,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,-5,obstacle,)
18:04:57.195 376, 1647270297195, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:57.195 376, 1647270297195, thing(4,-1,obstacle,)
18:04:57.195 376, 1647270297195, task(task0,137,10,[req(0,1,b2)])
18:04:57.195 376, 1647270297195, actionID(157)
18:04:57.195 376, 1647270297195, requestAction
18:04:57.195 376, 1647270297195, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:57.195 376, 1647270297195, thing(-1,4,obstacle,)
18:04:57.195 376, 1647270297195, thing(-3,1,obstacle,)
18:04:57.195 376, 1647270297195, lastActionResult(success)
18:04:57.195 376, 1647270297195, thing(1,3,obstacle,)
18:04:57.195 376, 1647270297195, thing(-3,-1,obstacle,)
18:04:57.195 376, 1647270297195, thing(1,1,obstacle,)
18:04:57.195 376, 1647270297195, thing(-1,-2,obstacle,)
18:04:57.195 376, 1647270297195, thing(-1,-4,obstacle,)
18:04:57.195 376, 1647270297195, thing(1,-1,obstacle,)
18:04:57.195 376, 1647270297195, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:04:57.195 376, 1647270297195, thing(1,-3,obstacle,)
18:04:57.195 376, 1647270297195, thing(3,-2,obstacle,)
18:04:57.195 376, 1647270297195, deadline(1647270301132)
18:04:57.195 376, 1647270297195, step(157)
18:04:57.195 376, 1647270297195, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:57.195 376, 1647270297195, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:57.195 376, 1647270297195, thing(-2,1,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,4,obstacle,)
18:04:57.195 376, 1647270297195, steps(750)
18:04:57.195 376, 1647270297195, thing(-2,-3,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,2,obstacle,)
18:04:57.195 376, 1647270297195, thing(2,1,obstacle,)
18:04:57.195 376, 1647270297195, thing(2,-1,obstacle,)
18:04:57.195 376, 1647270297195, thing(0,-2,obstacle,)
18:04:57.195 376, 1647270297195, thing(2,-3,obstacle,)
18:04:57.195 376, 1647270297195, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:57.195 376, 1647270297195, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:57.195 376, 1647270297195, thing(0,0,entity,A)
18:04:57.195 376, 1647270297195, role(default)
18:04:57.195 376, 1647270297195, thing(1,4,obstacle,)
18:04:57.195 376, 1647270297195, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:57.195 376, 1647270297195, thing(1,2,obstacle,)
18:04:57.195 376, 1647270297195, score(0)
18:04:57.195 376, 1647270297195, thing(-1,-1,obstacle,)
18:04:57.195 376, 1647270297195, thing(1,0,obstacle,)
18:04:57.195 376, 1647270297195, thing(-1,-3,obstacle,)
18:04:57.195 376, 1647270297195, thing(1,-2,obstacle,)
18:04:57.195 376, 1647270297195, thing(1,-4,obstacle,)
18:04:57.195 376, 1647270297195, thing(3,-1,obstacle,)
18:04:57.195 376, 1647270297195, thing(5,0,obstacle,)
18:04:57.195 376, 1647270297195, energy(100)
18:04:57.195 376, 1647270297195, name(agentA1)
18:04:57.195 376, 1647270297195, team(A)
18:04:57.195 376, 1647270297195, task(task2,311,10,[req(0,1,b1)])
18:04:57.195 376, 1647270297195, teamSize(1)
18:04:57.195 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : e
18:04:57.304 **********  A1  **********
18:04:57.304 378, 1647270297304, lastActionParams([e])
18:04:57.304 378, 1647270297304, simStart
18:04:57.304 378, 1647270297304, lastAction(move)
18:04:57.304 378, 1647270297304, thing(0,5,obstacle,)
18:04:57.304 378, 1647270297304, thing(-4,-1,obstacle,)
18:04:57.304 378, 1647270297304, thing(0,3,obstacle,)
18:04:57.304 378, 1647270297304, deactivated(false)
18:04:57.304 378, 1647270297304, thing(0,1,obstacle,)
18:04:57.304 378, 1647270297304, thing(2,2,obstacle,)
18:04:57.304 378, 1647270297304, thing(0,-1,obstacle,)
18:04:57.304 378, 1647270297304, lastActionResult(failed_path)
18:04:57.304 378, 1647270297304, thing(0,-3,obstacle,)
18:04:57.304 378, 1647270297304, thing(2,0,obstacle,)
18:04:57.304 378, 1647270297304, thing(2,-2,obstacle,)
18:04:57.304 378, 1647270297304, thing(0,-5,obstacle,)
18:04:57.304 378, 1647270297304, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:57.304 378, 1647270297304, thing(4,-1,obstacle,)
18:04:57.304 378, 1647270297304, task(task0,137,10,[req(0,1,b2)])
18:04:57.304 378, 1647270297304, actionID(158)
18:04:57.304 378, 1647270297304, requestAction
18:04:57.304 378, 1647270297304, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:57.304 378, 1647270297304, thing(-1,4,obstacle,)
18:04:57.304 378, 1647270297304, thing(-3,1,obstacle,)
18:04:57.304 378, 1647270297304, thing(1,3,obstacle,)
18:04:57.304 378, 1647270297304, thing(-3,-1,obstacle,)
18:04:57.304 378, 1647270297304, thing(1,1,obstacle,)
18:04:57.304 378, 1647270297304, thing(-1,-2,obstacle,)
18:04:57.304 378, 1647270297304, thing(-1,-4,obstacle,)
18:04:57.304 378, 1647270297304, thing(1,-1,obstacle,)
18:04:57.304 378, 1647270297304, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:04:57.304 378, 1647270297304, thing(1,-3,obstacle,)
18:04:57.304 378, 1647270297304, thing(3,-2,obstacle,)
18:04:57.304 378, 1647270297304, step(158)
18:04:57.304 378, 1647270297304, timestamp(1647270297242)
18:04:57.304 378, 1647270297304, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:57.304 378, 1647270297304, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:57.304 378, 1647270297304, deadline(1647270301242)
18:04:57.304 378, 1647270297304, thing(-2,1,obstacle,)
18:04:57.304 378, 1647270297304, thing(0,4,obstacle,)
18:04:57.304 378, 1647270297304, steps(750)
18:04:57.304 378, 1647270297304, thing(-2,-3,obstacle,)
18:04:57.304 378, 1647270297304, thing(0,2,obstacle,)
18:04:57.304 378, 1647270297304, thing(2,1,obstacle,)
18:04:57.304 378, 1647270297304, thing(2,-1,obstacle,)
18:04:57.304 378, 1647270297304, thing(0,-2,obstacle,)
18:04:57.304 378, 1647270297304, thing(2,-3,obstacle,)
18:04:57.304 378, 1647270297304, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:57.304 378, 1647270297304, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:57.304 378, 1647270297304, thing(0,0,entity,A)
18:04:57.304 378, 1647270297304, role(default)
18:04:57.304 378, 1647270297304, thing(1,4,obstacle,)
18:04:57.304 378, 1647270297304, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:57.304 378, 1647270297304, thing(1,2,obstacle,)
18:04:57.304 378, 1647270297304, score(0)
18:04:57.304 378, 1647270297304, thing(-1,-1,obstacle,)
18:04:57.304 378, 1647270297304, thing(1,0,obstacle,)
18:04:57.304 378, 1647270297304, thing(-1,-3,obstacle,)
18:04:57.304 378, 1647270297304, thing(1,-2,obstacle,)
18:04:57.304 378, 1647270297304, thing(1,-4,obstacle,)
18:04:57.304 378, 1647270297304, thing(3,-1,obstacle,)
18:04:57.304 378, 1647270297304, thing(5,0,obstacle,)
18:04:57.304 378, 1647270297304, energy(100)
18:04:57.304 378, 1647270297304, name(agentA1)
18:04:57.304 378, 1647270297304, team(A)
18:04:57.304 378, 1647270297304, task(task2,311,10,[req(0,1,b1)])
18:04:57.304 378, 1647270297304, teamSize(1)
18:04:57.304 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[e]]
18:04:57.414 **********  A1  **********
18:04:57.414 380, 1647270297414, simStart
18:04:57.414 380, 1647270297414, thing(0,5,obstacle,)
18:04:57.414 380, 1647270297414, thing(-4,-1,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,3,obstacle,)
18:04:57.414 380, 1647270297414, deactivated(false)
18:04:57.414 380, 1647270297414, thing(0,1,obstacle,)
18:04:57.414 380, 1647270297414, thing(2,2,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,-1,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,-3,obstacle,)
18:04:57.414 380, 1647270297414, thing(2,0,obstacle,)
18:04:57.414 380, 1647270297414, thing(2,-2,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,-5,obstacle,)
18:04:57.414 380, 1647270297414, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:57.414 380, 1647270297414, thing(4,-1,obstacle,)
18:04:57.414 380, 1647270297414, task(task0,137,10,[req(0,1,b2)])
18:04:57.414 380, 1647270297414, actionID(159)
18:04:57.414 380, 1647270297414, requestAction
18:04:57.414 380, 1647270297414, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:57.414 380, 1647270297414, timestamp(1647270297367)
18:04:57.414 380, 1647270297414, thing(-1,4,obstacle,)
18:04:57.414 380, 1647270297414, thing(-3,1,obstacle,)
18:04:57.414 380, 1647270297414, lastActionResult(success)
18:04:57.414 380, 1647270297414, thing(1,3,obstacle,)
18:04:57.414 380, 1647270297414, thing(-3,-1,obstacle,)
18:04:57.414 380, 1647270297414, thing(1,1,obstacle,)
18:04:57.414 380, 1647270297414, thing(-1,-2,obstacle,)
18:04:57.414 380, 1647270297414, thing(-1,-4,obstacle,)
18:04:57.414 380, 1647270297414, thing(1,-1,obstacle,)
18:04:57.414 380, 1647270297414, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:04:57.414 380, 1647270297414, thing(1,-3,obstacle,)
18:04:57.414 380, 1647270297414, thing(3,-2,obstacle,)
18:04:57.414 380, 1647270297414, step(159)
18:04:57.414 380, 1647270297414, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:57.414 380, 1647270297414, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:57.414 380, 1647270297414, thing(-2,1,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,4,obstacle,)
18:04:57.414 380, 1647270297414, steps(750)
18:04:57.414 380, 1647270297414, thing(-2,-3,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,2,obstacle,)
18:04:57.414 380, 1647270297414, thing(2,1,obstacle,)
18:04:57.414 380, 1647270297414, thing(2,-1,obstacle,)
18:04:57.414 380, 1647270297414, thing(0,-2,obstacle,)
18:04:57.414 380, 1647270297414, thing(2,-3,obstacle,)
18:04:57.414 380, 1647270297414, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:57.414 380, 1647270297414, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:57.414 380, 1647270297414, thing(0,0,entity,A)
18:04:57.414 380, 1647270297414, deadline(1647270301367)
18:04:57.414 380, 1647270297414, role(default)
18:04:57.414 380, 1647270297414, thing(1,4,obstacle,)
18:04:57.414 380, 1647270297414, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:57.414 380, 1647270297414, thing(1,2,obstacle,)
18:04:57.414 380, 1647270297414, score(0)
18:04:57.414 380, 1647270297414, thing(-1,-1,obstacle,)
18:04:57.414 380, 1647270297414, thing(-1,-3,obstacle,)
18:04:57.414 380, 1647270297414, thing(1,-2,obstacle,)
18:04:57.414 380, 1647270297414, thing(1,-4,obstacle,)
18:04:57.414 380, 1647270297414, thing(3,-1,obstacle,)
18:04:57.414 380, 1647270297414, thing(5,0,obstacle,)
18:04:57.414 380, 1647270297414, name(agentA1)
18:04:57.414 380, 1647270297414, energy(99)
18:04:57.414 380, 1647270297414, lastAction(clear)
18:04:57.414 380, 1647270297414, team(A)
18:04:57.414 380, 1647270297414, task(task2,311,10,[req(0,1,b1)])
18:04:57.414 380, 1647270297414, teamSize(1)
18:04:57.414 380, 1647270297414, lastActionParams([1,0])
18:04:57.414 $$$$$ RULE EXECUTION : If there is an obstacle in front of the agent : clear [[1,0]]
18:04:57.524 **********  A1  **********
18:04:57.524 382, 1647270297524, lastActionParams([e])
18:04:57.524 382, 1647270297524, simStart
18:04:57.524 382, 1647270297524, thing(0,5,obstacle,)
18:04:57.524 382, 1647270297524, thing(-4,-1,obstacle,)
18:04:57.524 382, 1647270297524, lastAction(move)
18:04:57.524 382, 1647270297524, thing(0,3,obstacle,)
18:04:57.524 382, 1647270297524, deactivated(false)
18:04:57.524 382, 1647270297524, thing(-4,1,obstacle,)
18:04:57.524 382, 1647270297524, thing(0,1,obstacle,)
18:04:57.524 382, 1647270297524, thing(-2,-2,obstacle,)
18:04:57.524 382, 1647270297524, thing(0,-1,obstacle,)
18:04:57.524 382, 1647270297524, thing(0,-3,obstacle,)
18:04:57.524 382, 1647270297524, thing(2,-2,obstacle,)
18:04:57.524 382, 1647270297524, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
18:04:57.524 382, 1647270297524, thing(4,-1,obstacle,)
18:04:57.524 382, 1647270297524, task(task0,137,10,[req(0,1,b2)])
18:04:57.524 382, 1647270297524, actionID(160)
18:04:57.524 382, 1647270297524, requestAction
18:04:57.524 382, 1647270297524, role(explorer,7,[rotate,move,adopt,clear,detach,survey,skip,attach],[3,0],0.3,1)
18:04:57.524 382, 1647270297524, thing(-1,4,obstacle,)
18:04:57.524 382, 1647270297524, thing(-3,1,obstacle,)
18:04:57.524 382, 1647270297524, thing(-1,2,obstacle,)
18:04:57.524 382, 1647270297524, lastActionResult(success)
18:04:57.524 382, 1647270297524, thing(1,1,obstacle,)
18:04:57.524 382, 1647270297524, thing(-1,-2,obstacle,)
18:04:57.524 382, 1647270297524, thing(1,-1,obstacle,)
18:04:57.524 382, 1647270297524, task(task3,278,90,[req(0,1,b0),req(0,2,b0),req(0,3,b2)])
18:04:57.524 382, 1647270297524, thing(1,-3,obstacle,)
18:04:57.524 382, 1647270297524, thing(3,-2,obstacle,)
18:04:57.524 382, 1647270297524, step(160)
18:04:57.524 382, 1647270297524, task(task1,119,40,[req(0,1,b1),req(69,1,b1)])
18:04:57.524 382, 1647270297524, role(default,5,[rotate,move,adopt,clear,detach,skip],[1],0.3,1)
18:04:57.524 382, 1647270297524, thing(0,4,obstacle,)
18:04:57.524 382, 1647270297524, steps(750)
18:04:57.524 382, 1647270297524, thing(-2,-3,obstacle,)
18:04:57.524 382, 1647270297524, thing(0,2,obstacle,)
18:04:57.524 382, 1647270297524, thing(-2,-1,obstacle,)
18:04:57.524 382, 1647270297524, thing(2,-1,obstacle,)
18:04:57.524 382, 1647270297524, thing(0,-2,obstacle,)
18:04:57.524 382, 1647270297524, thing(2,-3,obstacle,)
18:04:57.524 382, 1647270297524, thing(0,-4,obstacle,)
18:04:57.524 382, 1647270297524, thing(4,0,obstacle,)
18:04:57.524 382, 1647270297524, role(digger,5,[rotate,move,adopt,clear,detach,skip],[1,0],1.0,5)
18:04:57.524 382, 1647270297524, timestamp(1647270297478)
18:04:57.524 382, 1647270297524, role(constructor,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[1],0.3,1)
18:04:57.524 382, 1647270297524, thing(0,0,entity,A)
18:04:57.524 382, 1647270297524, role(default)
18:04:57.524 382, 1647270297524, thing(-1,3,obstacle,)
18:04:57.524 382, 1647270297524, norm(n1,10,198,[requirement(role,digger,1,)],14)
18:04:57.524 382, 1647270297524, thing(1,2,obstacle,)
18:04:57.524 382, 1647270297524, thing(-1,1,obstacle,)
18:04:57.524 382, 1647270297524, score(0)
18:04:57.524 382, 1647270297524, thing(-1,-1,obstacle,)
18:04:57.524 382, 1647270297524, thing(1,0,obstacle,)
18:04:57.524 382, 1647270297524, thing(-1,-3,obstacle,)
18:04:57.524 382, 1647270297524, thing(1,-2,obstacle,)
18:04:57.524 382, 1647270297524, deadline(1647270301478)
18:04:57.524 382, 1647270297524, thing(1,-4,obstacle,)
18:04:57.524 382, 1647270297524, thing(3,-1,obstacle,)
18:04:57.524 382, 1647270297524, thing(5,0,obstacle,)
18:04:57.524 382, 1647270297524, energy(100)
18:04:57.524 382, 1647270297524, name(agentA1)
18:04:57.524 382, 1647270297524, team(A)
18:04:57.524 382, 1647270297524, task(task2,311,10,[req(0,1,b1)])
18:04:57.524 382, 1647270297524, teamSize(1)
18:04:57.524 $$$$$ RULE EXECUTION : When previous move is successful : move randomly : e
18:04:57.649 **********  A1  **********
18:04:57.649 384, 1647270297649, actionID(161)
18:04:57.649 384, 1647270297649, lastActionParams([e])
18:04:57.649 384, 1647270297649, simStart
18:04:57.649 384, 1647270297649, thing(0,5,obstacle,)
18:04:57.649 384, 1647270297649, thing(-4,-1,obstacle,)
18:04:57.649 384, 1647270297649, lastAction(move)
18:04:57.649 384, 1647270297649, thing(0,3,obstacle,)
18:04:57.649 384, 1647270297649, deactivated(false)
18:04:57.649 384, 1647270297649, thing(-4,1,obstacle,)
18:04:57.649 384, 1647270297649, thing(0,1,obstacle,)
18:04:57.649 384, 1647270297649, thing(-2,-2,obstacle,)
18:04:57.649 384, 1647270297649, thing(0,-1,obstacle,)
18:04:57.649 384, 1647270297649, lastActionResult(failed_path)
18:04:57.649 384, 1647270297649, thing(0,-3,obstacle,)
18:04:57.649 384, 1647270297649, thing(2,-2,obstacle,)
18:04:57.649 384, 1647270297649, role(worker,5,[rotate,request,disconnect,move,submit,adopt,clear,detach,skip,attach,connect],[2,1,1,0],0.3,1)
